count,geoid,minwage,place,region,state
28,3146030,9.0,"South Sioux City city, Nebraska",South Sioux,Nebraska
5,4673060,8.85,"Yankton city, South Dakota",Yankton,South Dakota
28,4666700,8.85,"Vermillion city, South Dakota",Vermillion,South Dakota
86,4643100,8.85,"Mitchell city, South Dakota",Mitchell,South Dakota
6,2771734,9.65,"Worthington city, Minnesota",Worthington,Minnesota
290,466820,10.5,"Sierra Vista city, Arizona",Sierra Vista,Arizona
63,5347560,11.5,"Mount Vernon city, Washington",Mount Vernon,Washington
4,5309365,11.5,"Camano CDP, Washington",Camano,Washington
1776,4659020,8.85,"Sioux Falls city, South Dakota",Sioux Falls,South Dakota
23,5363210,11.5,"Sedro-Woolley city, Washington",Sedro-Woolley,Washington
12,5350360,11.5,"Oak Harbor city, Washington",Oak Harbor,Washington
8,5301990,11.5,"Anacortes city, Washington",Anacortes,Washington
134,5343955,11.5,"Marysville city, Washington",Marysville,Washington
1946,5322640,11.5,"Everett city, Washington",Everett,Washington
11,631393,11.0,"Grover Beach city, California",Grover Beach,California
8,649362,11.0,"Morro Bay city, California",Morro Bay,California
8,644182,11.0,"Los Osos CDP, California",Los Osos,California
220,603064,11.0,"Atascadero city, California",Atascadero,California
125,5337900,11.5,"Lake Stevens city, Washington",Lake Stevens,Washington
248,668154,11.0,"San Luis Obispo city, California",San Luis Obispo,California
8,2481175,8.75,"Waldorf CDP, Maryland",Waldorf,Maryland
1,2412150,8.75,"California CDP, Maryland",California,Maryland
3,1860822,7.25,"Plymouth city, Indiana",Plymouth,Indiana
16,1848798,7.25,"Michigan City city, Indiana",Michigan,Indiana
109,2446725,8.75,"Lexington Park CDP, Maryland",Lexington Park,Maryland
42,1828386,7.25,"Goshen city, Indiana",Goshen,Indiana
120,2657760,9.25,"Niles city, Michigan",Niles,Michigan
147,1880306,7.25,"Warsaw city, Indiana",Warsaw,Indiana
209,1828800,7.25,"Granger CDP, Indiana",Granger,Indiana
55,4449960,10.1,"Newport city, Rhode Island",Newport,Rhode Island
52,2545000,11.0,"New Bedford city, Massachusetts",New Bedford,Massachusetts
234,1849932,7.25,"Mishawaka city, Indiana",Mishawaka,Indiana
140,1820728,7.25,"Elkhart city, Indiana",Elkhart,Indiana
386,2562465,11.0,"Somerset CDP, Massachusetts",Somerset,Massachusetts
257,1871000,7.25,"South Bend city, Indiana",South Bend,Indiana
1,3454360,8.6,"Ocean City city, New Jersey",Ocean,New Jersey
9,3468430,8.6,"Somers Point city, New Jersey",Somers Point,New Jersey
29,3426340,8.6,"Glassboro borough, New Jersey",Glassboro borough,New Jersey
26,3481380,8.6,"Williamstown CDP, New Jersey",Williamstown,New Jersey
78,3407600,8.6,"Bridgeton city, New Jersey",Bridgeton,New Jersey
172,3402080,8.6,"Atlantic City city, New Jersey",Atlantic,New Jersey
149,3475620,8.6,"Ventnor City city, New Jersey",Ventnor,New Jersey
86,1244275,8.25,"Merritt Island CDP, Florida",Merritt Island,Florida
446,2523000,11.0,"Fall River city, Massachusetts",Fall River,Massachusetts
115,3459640,8.6,"Pleasantville city, New Jersey",Pleasantville,New Jersey
0,1213175,8.25,"Cocoa Beach city, Florida",Cocoa Beach,Florida
26,1271900,8.25,"Titusville city, Florida",Titusville,Florida
5,1210250,8.25,"Cape Canaveral city, Florida",Cape Canaveral,Florida
950,1254000,8.25,"Palm Bay city, Florida",Palm Bay,Florida
118,3457840,8.6,"Pennsville CDP, New Jersey",Pennsville,New Jersey
20,3476070,8.6,"Vineland city, New Jersey",Vineland,New Jersey
1,3429430,8.6,"Hammonton town, New Jersey",Hammonton,New Jersey
31,1264400,8.25,"Satellite Beach city, Florida",Satellite Beach,Florida
68,1261500,8.25,"Rockledge city, Florida",Rockledge,Florida
208,1616750,7.25,"Coeur d'Alene city, Idaho",Coeur d'Alene,Idaho
120,1636370,7.25,"Hayden city, Idaho",Hayden,Idaho
2936,5367000,11.5,"Spokane city, Washington",Spokane,Washington
4,3446680,8.6,"Millville city, New Jersey",Millville,New Jersey
1022,1243975,8.25,"Melbourne city, Florida",Melbourne,Florida
207,1664810,7.25,"Post Falls city, Idaho",Post Falls,Idaho
0,547390,8.5,"Mountain Home city, Arkansas",Mountain Home,Arkansas
7,2906976,7.7,"Bolivar city, Missouri",Bolivar,Missouri
2,2978928,7.7,"West Plains city, Missouri",West Plains,Missouri
1689,2970000,7.7,"Springfield city, Missouri",Springfield,Missouri
63,2907966,7.7,"Branson city, Missouri",Branson,Missouri
275,2952616,7.7,"Nixa city, Missouri",Nixa,Missouri
19,1712684,8.25,"Chatham village, Illinois",Chatham,Illinois
31,1379388,5.15,"Vidalia city, Georgia",Vidalia,Georgia
178,2955766,7.7,"Ozark city, Missouri",Ozark,Missouri
27,1738115,8.25,"Jacksonville city, Illinois",Jacksonville,Illinois
46,2961238,7.7,"Republic city, Missouri",Republic,Missouri
340,1772000,8.25,"Springfield city, Illinois",Springfield,Illinois
34,1253875,8.25,"Palatka city, Florida",Palatka,Florida
0,1774574,8.25,"Taylorville city, Illinois",Taylorville,Illinois
86,1373256,5.15,"Statesboro city, Georgia",Statesboro,Georgia
80,2705752,9.65,"Big Lake city, Minnesota",Big Lake,Minnesota
710,1262500,8.25,"St. Augustine city, Florida",St. Augustine,Florida
80,2743774,9.65,"Monticello city, Minnesota",Monticello,Minnesota
12,2730644,9.65,"Hutchinson city, Minnesota",Hutchinson,Minnesota
4,4937170,7.25,"Hurricane city, Utah",Hurricane,Utah
411,2758684,9.65,"Sauk Rapids city, Minnesota",Sauk Rapids,Minnesota
264,2758612,9.65,"Sartell city, Minnesota",Sartell,Minnesota
29,4965330,7.25,"St. George city, Utah",St. George,Utah
19,3246000,7.25,"Mesquite city, Nevada",Mesquite,Nevada
24,4981960,7.25,"Washington city, Utah",Washington,Utah
18,2770420,9.65,"Willmar city, Minnesota",Willmar,Minnesota
16,2700928,9.65,"Alexandria city, Minnesota",Alexandria,Minnesota
20,4911320,7.25,"Cedar City city, Utah",Cedar,Utah
608,2756896,9.65,"St. Cloud city, Minnesota",St. Cloud,Minnesota
12,4059850,7.25,"Ponca City city, Oklahoma",Ponca,Oklahoma
2,2002900,7.25,"Atchison city, Kansas",Atchison,Kansas
396,4070300,7.25,"Stillwater city, Oklahoma",Stillwater,Oklahoma
0,2946640,7.7,"Maryville city, Missouri",Maryville,Missouri
758,2964082,7.7,"St. Charles city, Missouri",St. Charles,Missouri
170,2964550,7.7,"St. Joseph city, Missouri",St. Joseph,Missouri
8,1783271,8.25,"Wood River city, Illinois",Wood River,Illinois
7,1725141,8.25,"Fairview Heights city, Illinois",Fairview Heights,Illinois
533,2946586,7.7,"Maryland Heights city, Missouri",Maryland Heights,Missouri
7,1729639,8.25,"Glen Carbon village, Illinois",Glen Carbon,Illinois
84,2901972,7.7,"Arnold city, Missouri",Arnold,Missouri
9,1730926,8.25,"Granite City city, Illinois",Granite,Illinois
30,1755249,8.25,"O'Fallon city, Illinois",O'Fallon,Illinois
538,2908398,7.7,"Bridgeton city, Missouri",Bridgeton,Missouri
731,2931276,7.7,"Hazelwood city, Missouri",Hazelwood,Missouri
12,2978442,7.7,"Wentzville city, Missouri",Wentzville,Missouri
2,2922834,7.7,"Eureka city, Missouri",Eureka,Missouri
78,1701114,8.25,"Alton city, Illinois",Alton,Illinois
56,2965126,7.7,"St. Peters city, Missouri",St. Peters,Missouri
623,2963956,7.7,"St. Ann city, Missouri",St. Ann,Missouri
395,2903160,7.7,"Ballwin city, Missouri",Ballwin,Missouri
65,1730094,8.25,"Godfrey village, Illinois",Godfrey,Illinois
18,1715599,8.25,"Collinsville city, Illinois",Collinsville,Illinois
0,1715833,8.25,"Columbia city, Illinois",Columbia,Illinois
22,1722697,8.25,"Edwardsville city, Illinois",Edwardsville,Illinois
1,1779150,8.25,"Waterloo city, Illinois",Waterloo,Illinois
268,2940043,7.7,"Lake St. Louis city, Missouri",Lake St. Louis,Missouri
3,2924094,7.7,"Festus city, Missouri",Festus,Missouri
0,2923752,7.7,"Farmington city, Missouri",Farmington,Missouri
989,2924778,7.7,"Florissant city, Missouri",Florissant,Missouri
3,653070,11.0,"Oakley city, California",Oakley,California
3,608142,11.0,"Brentwood city, California",Brentwood,California
1,619339,11.0,"Discovery Bay CDP, California",Discovery Bay,California
1,628112,11.0,"Galt city, California",Galt,California
297,2954074,7.7,"O'Fallon city, Missouri",O'Fallon,Missouri
1312,675000,11.0,"Stockton city, California",Stockton,California
0,613882,11.0,"Clayton city, California",Clayton,California
30,677364,11.0,"Susanville city, California",Susanville,California
500,2913600,7.7,"Chesterfield city, Missouri",Chesterfield,Missouri
32,657456,11.0,"Pittsburg city, California",Pittsburg,California
32,602252,11.0,"Antioch city, California",Antioch,California
6,2018250,7.25,"Dodge City city, Kansas",Dodge,Kansas
55,1704845,8.25,"Belleville city, Illinois",Belleville,Illinois
208,640704,11.0,"Lathrop city, California",Lathrop,California
0,4031750,7.25,"Guymon city, Oklahoma",Guymon,Oklahoma
0,2025325,7.25,"Garden City city, Kansas",Garden,Kansas
0,2039825,7.25,"Liberal city, Kansas",Liberal,Kansas
362,645484,11.0,"Manteca city, California",Manteca,California
587,642202,11.0,"Lodi city, California",Lodi,California
378,680238,11.0,"Tracy city, California",Tracy,California
3,5408524,8.75,"Bluefield city, West Virginia",Bluefield,West Virginia
689,3673000,10.4,"Syracuse city, New York",Syracuse,New York
1,1304896,5.15,"Bainbridge city, Georgia",Bainbridge,Georgia
9,5405332,8.75,"Beckley city, West Virginia",Beckley,West Virginia
769,1245465,8.25,"Midway CDP (Santa Rosa County), Florida",Midway,Florida
72,5109816,7.25,"Bristol city, Virginia",Bristol,Virginia
195,3603078,10.4,"Auburn city, New York",Auburn,New York
10,1376224,5.15,"Thomasville city, Georgia",Thomasville,Georgia
107,1279225,8.25,"Zephyrhills city, Florida",Zephyrhills,Florida
98,1251350,8.25,"Oldsmar city, Florida",Oldsmar,Florida
2165,1270600,8.25,"Tallahassee city, Florida",Tallahassee,Florida
79,3655574,10.4,"Oswego city, New York",Oswego,New York
3,1242850,8.25,"Mango CDP, Florida",Mango,Florida
200,1220275,8.25,"Elfers CDP, Florida",Elfers,Florida
32,1218575,8.25,"Dunedin city, Florida",Dunedin,Florida
198,1262425,8.25,"Safety Harbor city, Florida",Safety Harbor,Florida
3000,1271000,8.25,"Tampa city, Florida",Tampa,Florida
1627,1268350,8.25,"Spring Hill CDP, Florida",Spring Hill,Florida
9,1201675,8.25,"Apollo Beach CDP, Florida",Apollo Beach,Florida
13,1275875,8.25,"Wesley Chapel CDP, Florida",Wesley Chapel,Florida
217,1256975,8.25,"Pinellas Park city, Florida",Pinellas Park,Florida
1284,1208150,8.25,"Brandon CDP, Florida",Brandon,Florida
389,1231075,8.25,"Holiday CDP, Florida",Holiday,Florida
335,1271150,8.25,"Tarpon Springs city, Florida",Tarpon Springs,Florida
461,1239425,8.25,"Largo city, Florida",Largo,Florida
294,1225900,8.25,"Gibsonton CDP, Florida",Gibsonton,Florida
499,1271725,8.25,"Thonotosassa CDP, Florida",Thonotosassa,Florida
359,1254350,8.25,"Palm Harbor CDP, Florida",Palm Harbor,Florida
16,1262275,8.25,"Ruskin CDP, Florida",Ruskin,Florida
688,1264975,8.25,"Seminole city, Florida",Seminole,Florida
55,1269250,8.25,"Sun City Center CDP, Florida",Sun,Florida
1264,1273700,8.25,"Valrico CDP, Florida",Valrico,Florida
507,1248500,8.25,"New Port Richey city, Florida",New Port Richey,Florida
1404,1232825,8.25,"Hudson CDP, Florida",Hudson,Florida
14,568810,8.5,"Texarkana city, Arkansas",Texarkana,Arkansas
0,4849800,7.25,"Mount Pleasant city, Texas",Mount Pleasant,Texas
0,543460,8.5,"Magnolia city, Arkansas",Magnolia,Arkansas
1264,1241775,8.25,"Lutz CDP, Florida",Lutz,Florida
348,1260950,8.25,"Riverview CDP, Florida",Riverview,Florida
158,1875428,7.25,"Terre Haute city, Indiana",Terre Haute,Indiana
1028,1212875,8.25,"Clearwater city, Florida",Clearwater,Florida
7,4000200,7.25,"Ada city, Oklahoma",Ada,Oklahoma
1,4827984,7.25,"Gainesville city, Texas",Gainesville,Texas
9,4002600,7.25,"Ardmore city, Oklahoma",Ardmore,Oklahoma
4,4803300,7.25,"Anna city, Texas",Anna,Texas
143,4872368,7.25,"Texarkana city, Texas",Texarkana,Texas
0,510720,8.5,"Camden city, Arkansas",Camden,Arkansas
586,636294,11.0,"Imperial Beach city, California",Imperial Beach,California
0,4809328,7.25,"Bonham city, Texas",Bonham,Texas
1,4022050,7.25,"Durant city, Oklahoma",Durant,Oklahoma
586,613392,11.0,"Chula Vista city, California",Chula Vista,California
107,4819900,7.25,"Denison city, Texas",Denison,Texas
246,4867496,7.25,"Sherman city, Texas",Sherman,Texas
1,1815742,7.25,"Crawfordsville city, Indiana",Crawfordsville,Indiana
188,1882862,7.25,"West Lafayette city, Indiana",West Lafayette,Indiana
52,2021275,7.25,"Emporia city, Kansas",Emporia,Kansas
107,3958730,8.3,"Oregon city, Ohio",Oregon,Ohio
105,3976022,8.3,"Sylvania city, Ohio",Sylvania,Ohio
58,1274150,8.25,"Vero Beach city, Florida",Vero Beach,Florida
16,1258727,8.25,"Port Salerno CDP, Florida",Port Salerno,Florida
4,3928014,8.3,"Fostoria city, Ohio",Fostoria,Ohio
150,1258715,8.25,"Port St. Lucie city, Florida",Port St. Lucie,Florida
16,1230975,8.25,"Hobe Sound CDP, Florida",Hobe Sound,Florida
144,1840788,7.25,"Lafayette city, Indiana",Lafayette,Indiana
105,1224300,8.25,"Fort Pierce city, Florida",Fort Pierce,Florida
44,1268875,8.25,"Stuart city, Florida",Stuart,Florida
2027,2071000,7.25,"Topeka city, Kansas",Topeka,Kansas
1137,3948342,8.3,"Maumee city, Ohio",Maumee,Ohio
17,1235550,8.25,"Jensen Beach CDP, Florida",Jensen Beach,Florida
527,3962148,8.3,"Perrysburg city, Ohio",Perrysburg,Ohio
86,4723500,7.25,"Elizabethton city, Tennessee",Elizabethton,Tennessee
6,4730980,7.25,"Greeneville town, Tennessee",Greeneville,Tennessee
5,3907972,8.3,"Bowling Green city, Ohio",Bowling Green,Ohio
0,5168880,7.25,"Rose Hill CDP (Fairfax County), Virginia",Rose Hill,Virginia
16,1264825,8.25,"Sebastian city, Florida",Sebastian,Florida
7,422360,10.5,"Eloy city, Arizona",Eloy,Arizona
206,4739560,7.25,"Kingsport city, Tennessee",Kingsport,Tennessee
2927,3977000,8.3,"Toledo city, Ohio",Toledo,Ohio
409,4738320,7.25,"Johnson City city, Tennessee",Johnson,Tennessee
76,4708540,7.25,"Bristol city, Tennessee",Bristol,Tennessee
31,462140,10.5,"Sahuarita town, Arizona",Sahuarita,Arizona
20,423760,10.5,"Florence town, Arizona",Florence,Arizona
128,478540,10.5,"Vail CDP, Arizona",Vail,Arizona
32,429710,10.5,"Green Valley CDP, Arizona",Green Valley,Arizona
1710,411230,10.5,"Catalina Foothills CDP, Arizona",Catalina Foothills,Arizona
1577,451600,10.5,"Oro Valley town, Arizona",Oro Valley,Arizona
367,403530,10.5,"Arizona City CDP, Arizona",Arizona,Arizona
6,4050050,7.25,"Muskogee city, Oklahoma",Muskogee,Oklahoma
11,4029600,7.25,"Glenpool city, Oklahoma",Glenpool,Oklahoma
569,4065300,7.25,"Sand Springs city, Oklahoma",Sand Springs,Oklahoma
3000,477000,10.5,"Tucson city, Arizona",Tucson,Arizona
396,4037800,7.25,"Jenks city, Oklahoma",Jenks,Oklahoma
396,4056650,7.25,"Owasso city, Oklahoma",Owasso,Oklahoma
16,4006400,7.25,"Bixby city, Oklahoma",Bixby,Oklahoma
3000,4075000,7.25,"Tulsa city, Oklahoma",Tulsa,Oklahoma
252,4014700,7.25,"Claremore city, Oklahoma",Claremore,Oklahoma
1,4055150,7.25,"Okmulgee city, Oklahoma",Okmulgee,Oklahoma
1,2879120,7.25,"West Point city, Mississippi",West Point,Mississippi
1423,444270,10.5,"Marana town, Arizona",Marana,Arizona
83,4065400,7.25,"Sapulpa city, Oklahoma",Sapulpa,Oklahoma
584,155200,7.25,"Northport city, Alabama",Northport,Alabama
72,2815380,7.25,"Columbus city, Mississippi",Columbus,Mississippi
2808,4009050,7.25,"Broken Arrow city, Oklahoma",Broken Arrow,Oklahoma
585,177256,7.25,"Tuscaloosa city, Alabama",Tuscaloosa,Alabama
11,3955216,8.3,"New Philadelphia city, Ohio",New Philadelphia,Ohio
5,1611260,7.25,"Burley city, Idaho",Burley,Idaho
37,1641320,7.25,"Jerome city, Idaho",Jerome,Idaho
46,1682810,7.25,"Twin Falls city, Idaho",Twin Falls,Idaho
28,2651900,9.25,"Marquette city, Michigan",Marquette,Michigan
0,2626360,9.25,"Escanaba city, Michigan",Escanaba,Michigan
2,1323872,5.15,"Douglas city, Georgia",Douglas,Georgia
8,3654716,10.4,"Olean city, New York",Olean,New York
0,1353060,5.15,"Moultrie city, Georgia",Moultrie,Georgia
68,1378800,5.15,"Valdosta city, Georgia",Valdosta,Georgia
13,624092,11.0,"Fillmore city, California",Fillmore,California
63,3663418,10.4,"Rome city, New York",Rome,New York
1,653116,11.0,"Oak Park CDP, California",Oak Park,California
5,678582,11.0,"Thousand Oaks city, California",Thousand Oaks,California
77,670042,11.0,"Santa Paula city, California",Santa Paula,California
47,658296,11.0,"Port Hueneme city, California",Port Hueneme,California
4,674130,11.0,"Stevenson Ranch CDP, California",Stevenson Ranch,California
1,600394,11.0,"Agoura Hills city, California",Agoura Hills,California
14,611796,11.0,"Castaic CDP, California",Castaic,California
68,3676540,10.4,"Utica city, New York",Utica,New York
0,4267344,7.25,"St. Marys city, Pennsylvania",St. Marys,Pennsylvania
46,609598,11.0,"Calabasas city, California",Calabasas,California
0,649138,11.0,"Moorpark city, California",Moorpark,California
140,654652,11.0,"Oxnard city, California",Oxnard,California
2,645246,11.0,"Malibu city, California",Malibu,California
51,672016,11.0,"Simi Valley city, California",Simi Valley,California
5,669088,11.0,"Santa Clarita city, California",Santa Clarita,California
8,610046,11.0,"Camarillo city, California",Camarillo,California
78,5066175,10.5,"South Burlington city, Vermont",South Burlington,Vermont
27,5024400,10.5,"Essex Junction village, Vermont",Essex Junction,Vermont
112,5010675,10.5,"Burlington city, Vermont",Burlington,Vermont
78,4805984,7.25,"Bay City city, Texas",Bay,Texas
0,4858916,7.25,"Port Lavaca city, Texas",Port Lavaca,Texas
0,4822864,7.25,"El Campo city, Texas",El Campo,Texas
79,4875428,7.25,"Victoria city, Texas",Victoria,Texas
7,658240,11.0,"Porterville city, California",Porterville,California
3,619318,11.0,"Dinuba city, California",Dinuba,California
2,641712,11.0,"Lindsay city, California",Lindsay,California
3,623126,11.0,"Exeter city, California",Exeter,California
2,4870208,7.25,"Stephenville city, Texas",Stephenville,Texas
20,4817060,7.25,"Corsicana city, Texas",Corsicana,Texas
160,680644,11.0,"Tulare city, California",Tulare,California
725,4876000,7.25,"Waco city, Texas",Waco,Texas
78,623616,11.0,"Farmersville city, California",Farmersville,California
278,4833428,7.25,"Hewitt city, Texas",Hewitt,Texas
3,5151192,7.25,"Merrifield CDP, Virginia",Merrifield,Virginia
6,5114440,7.25,"Centreville CDP, Virginia",Centreville,Virginia
322,682954,11.0,"Visalia city, California",Visalia,California
140,5126496,7.25,"Fairfax city, Virginia",Fairfax,Virginia
35,2476650,8.75,"Takoma Park city, Maryland",Takoma Park,Maryland
400,2407125,8.75,"Bethesda CDP, Maryland",Bethesda,Maryland
5,5130176,7.25,"Gainesville CDP, Virginia",Gainesville,Virginia
12,5148952,7.25,"Manassas city, Virginia",Manassas,Virginia
2,5101912,7.25,"Annandale CDP, Virginia",Annandale,Virginia
21,2418750,8.75,"College Park city, Maryland",College Park,Maryland
180,2475725,8.75,"Suitland CDP, Maryland",Suitland,Maryland
0,5148376,7.25,"McLean CDP, Virginia",McLean,Virginia
0,5111464,7.25,"Burke CDP, Virginia",Burke,Virginia
0,5158472,7.25,"Oakton CDP, Virginia",Oakton,Virginia
9,2411750,8.75,"Burtonsville CDP, Maryland",Burtonsville,Maryland
116,2459500,8.75,"Oxon Hill CDP, Maryland",Oxon Hill,Maryland
29,2434775,8.75,"Greenbelt city, Maryland",Greenbelt,Maryland
30,2406400,8.75,"Beltsville CDP, Maryland",Beltsville,Maryland
1,2458900,8.75,"Olney CDP, Maryland",Olney,Maryland
2,5147064,7.25,"Lorton CDP, Virginia",Lorton,Virginia
60,2445550,8.75,"Lanham CDP, Maryland",Lanham,Maryland
1,5154144,7.25,"Mount Vernon CDP, Virginia",Mount Vernon,Virginia
3,2429525,8.75,"Fort Washington CDP, Maryland",Fort Washington,Maryland
0,5126592,7.25,"Fairfax Station CDP, Virginia",Fairfax Station,Virginia
10,2433400,8.75,"Glenn Dale CDP, Maryland",Glenn Dale,Maryland
5,2463300,8.75,"Potomac CDP, Maryland",Potomac,Maryland
3,5181072,7.25,"Vienna town, Virginia",Vienna,Virginia
5,2417900,8.75,"Clinton CDP, Maryland",Clinton,Maryland
14,5127200,7.25,"Falls Church city, Virginia",Falls Church,Virginia
4,2400250,8.75,"Accokeek CDP, Maryland",Accokeek,Maryland
10,5174592,7.25,"Springfield CDP, Virginia",Springfield,Virginia
6,5132496,7.25,"Great Falls CDP, Virginia",Great Falls,Virginia
5,5136648,7.25,"Herndon town, Virginia",Herndon,Virginia
82,5103000,7.25,"Arlington CDP, Virginia",Arlington,Virginia
34,2467675,8.75,"Rockville city, Maryland",Rockville,Maryland
1,5114744,7.25,"Chantilly CDP, Virginia",Chantilly,Virginia
6,5166672,7.25,"Reston CDP, Virginia",Reston,Virginia
99,5101000,7.25,"Alexandria city, Virginia",Alexandria,Virginia
54,2445900,8.75,"Laurel city, Maryland",Laurel,Maryland
30,5175376,7.25,"Sterling CDP, Virginia",Sterling,Virginia
280,2472450,8.75,"Silver Spring CDP, Maryland",Silver Spring,Maryland
438,2441250,8.75,"Hyattsville city, Maryland",Hyattsville,Maryland
count,geoid,minwage,place,region,state
447,5340805,11.5,"Lynden city, Washington",Lynden,Washington
79,3948244,8.3,"Massillon city, Ohio",Massillon,Ohio
0,4868624,7.25,"Snyder city, Texas",Snyder,Texas
4,4871540,7.25,"Sweetwater city, Texas",Sweetwater,Texas
43,3903828,8.3,"Barberton city, Ohio",Barberton,Ohio
4,4810780,7.25,"Brownwood city, Texas",Brownwood,Texas
443,4801000,7.25,"Abilene city, Texas",Abilene,Texas
57,3945976,8.3,"Macedonia city, Ohio",Macedonia,Ohio
66,3974944,8.3,"Stow city, Ohio",Stow,Ohio
37,3909680,8.3,"Brunswick city, Ohio",Brunswick,Ohio
1,3903086,8.3,"Aurora city, Ohio",Aurora,Ohio
99,3912000,8.3,"Canton city, Ohio",Canton,Ohio
1452,3901000,8.3,"Akron city, Ohio",Akron,Ohio
625,3919778,8.3,"Cuyahoga Falls city, Ohio",Cuyahoga Falls,Ohio
149,3976106,8.3,"Tallmadge city, Ohio",Tallmadge,Ohio
54,3978050,8.3,"Twinsburg city, Ohio",Twinsburg,Ohio
22,3931860,8.3,"Green city, Ohio",Green,Ohio
9,3936651,8.3,"Hudson city, Ohio",Hudson,Ohio
29,3980304,8.3,"Wadsworth city, Ohio",Wadsworth,Ohio
15,3965592,8.3,"Ravenna city, Ohio",Ravenna,Ohio
6,3901420,8.3,"Alliance city, Ohio",Alliance,Ohio
29,3948790,8.3,"Medina city, Ohio",Medina,Ohio
50,3975014,8.3,"Streetsboro city, Ohio",Streetsboro,Ohio
360,3939872,8.3,"Kent city, Ohio",Kent,Ohio
1501,3665508,10.4,"Schenectady city, New York",Schenectady,New York
9,3543370,7.5,"Los Lunas village, New Mexico",Los Lunas,New Mexico
14,3602066,10.4,"Amsterdam city, New York",Amsterdam,New York
1,1302116,5.15,"Americus city, Georgia",Americus,Georgia
1199,3601000,10.4,"Albany city, New York",Albany,New York
270,3678674,10.4,"Watervliet city, New York",Watervliet,New York
20,4221648,7.25,"Easton city, Pennsylvania",Easton,Pennsylvania
180,3616749,10.4,"Cohoes city, New York",Cohoes,New York
464,3675484,10.4,"Troy city, New York",Troy,New York
2486,3563460,7.5,"Rio Rancho city, New Mexico",Rio Rancho,New Mexico
186,1301052,5.15,"Albany city, Georgia",Albany,Georgia
4,1319616,5.15,"Cordele city, Georgia",Cordele,Georgia
0,1376476,5.15,"Tifton city, Georgia",Tifton,Georgia
3000,3502000,7.5,"Albuquerque city, New Mexico",Albuquerque,New Mexico
14,4284512,7.25,"Whitehall borough, Pennsylvania",Whitehall borough,Pennsylvania
5,4223584,7.25,"Emmaus borough, Pennsylvania",Emmaus borough,Pennsylvania
18,3458350,8.6,"Phillipsburg town, New Jersey",Phillipsburg,New Jersey
3,4233408,7.25,"Hazleton city, Pennsylvania",Hazleton,Pennsylvania
70,4202000,7.25,"Allentown city, Pennsylvania",Allentown,Pennsylvania
67,4206088,7.25,"Bethlehem city, Pennsylvania",Bethlehem,Pennsylvania
27,4236816,7.25,"Indiana borough, Pennsylvania",Indiana borough,Pennsylvania
0,4833320,7.25,"Hereford city, Texas",Hereford,Texas
23,4238288,7.25,"Johnstown city, Pennsylvania",Johnstown,Pennsylvania
173,4202184,7.25,"Altoona city, Pennsylvania",Altoona,Pennsylvania
610,1901855,7.25,"Ames city, Iowa",Ames,Iowa
1572,203000,9.84,"Anchorage municipality, Alaska",Anchorage,Alaska
1,4809556,7.25,"Borger city, Texas",Borger,Texas
4,4854912,7.25,"Pampa city, Texas",Pampa,Texas
1464,4803000,7.25,"Amarillo city, Texas",Amarillo,Texas
0,4821556,7.25,"Dumas city, Texas",Dumas,Texas
6,2402275,8.75,"Arnold CDP, Maryland",Arnold,Maryland
2,1949755,7.25,"Marshalltown city, Iowa",Marshalltown,Iowa
28,1907480,7.25,"Boone city, Iowa",Boone,Iowa
5,2471200,8.75,"Severna Park CDP, Maryland",Severna Park,Maryland
1402,2432650,8.75,"Glen Burnie CDP, Maryland",Glen Burnie,Maryland
6,2420875,8.75,"Crofton CDP, Maryland",Crofton,Maryland
3,2458300,8.75,"Odenton CDP, Maryland",Odenton,Maryland
24,2401600,8.75,"Annapolis city, Maryland",Annapolis,Maryland
5,2460475,8.75,"Pasadena CDP, Maryland",Pasadena,Maryland
128,2408775,8.75,"Bowie city, Maryland",Bowie,Maryland
2077,2603000,9.25,"Ann Arbor city, Michigan",Ann Arbor,Michigan
75,5526275,7.25,"Fond du Lac city, Wisconsin",Fond du Lac,Wisconsin
456,2659440,9.25,"Novi city, Michigan",Novi,Michigan
87,2688140,9.25,"Wixom city, Michigan",Wixom,Michigan
43,2684940,9.25,"Wayne city, Michigan",Wayne,Michigan
117,2669420,9.25,"Romulus city, Michigan",Romulus,Michigan
161,2675100,9.25,"South Lyon city, Michigan",South Lyon,Michigan
1332,2689140,9.25,"Ypsilanti city, Michigan",Ypsilanti,Michigan
66,5555750,7.25,"Neenah city, Wisconsin",Neenah,Wisconsin
69,5538800,7.25,"Kaukauna city, Wisconsin",Kaukauna,Wisconsin
180,5502375,7.25,"Appleton city, Wisconsin",Appleton,Wisconsin
23,5550825,7.25,"Menasha city, Wisconsin",Menasha,Wisconsin
70,5544950,7.25,"Little Chute village, Wisconsin",Little Chute,Wisconsin
10,5584425,7.25,"Waupun city, Wisconsin",Waupun,Wisconsin
74,5560500,7.25,"Oshkosh city, Wisconsin",Oshkosh,Wisconsin
126,3730720,7.25,"Hendersonville city, North Carolina",Hendersonville,North Carolina
1,3918350,8.3,"Conneaut city, Ohio",Conneaut,Ohio
1,1331908,5.15,"Gainesville city, Georgia",Gainesville,Georgia
321,3702140,7.25,"Asheville city, North Carolina",Asheville,North Carolina
22,3959416,8.3,"Painesville city, Ohio",Painesville,Ohio
8,3902638,8.3,"Ashtabula city, Ohio",Ashtabula,Ohio
