count,geoid,place,region,state
0,673108,"South Lake Tahoe city, California",South Lake Tahoe,California
16,3665255,"Saratoga Springs city, New York",Saratoga Springs,New York
24,3629443,"Gloversville city, New York",Gloversville,New York
10,3125055,"Kearney city, Nebraska",Kearney,Nebraska
5,3121415,"Hastings city, Nebraska",Hastings,Nebraska
905,3832060,"Grand Forks city, North Dakota",Grand Forks,North Dakota
0,657540,"Placerville city, California",Placerville,California
63,3629333,"Glens Falls city, New York",Glens Falls,New York
1,603204,"Auburn city, California",Auburn,California
10,2641680,"Jenison CDP, Michigan",Jenison,Michigan
98,2688940,"Wyoming city, Michigan",Wyoming,Michigan
107,2634160,"Grandville city, Michigan",Grandville,Michigan
71,3032800,"Great Falls city, Montana",Great Falls,Montana
0,2640860,"Ionia city, Michigan",Ionia,Michigan
192,2617700,"Comstock Park CDP, Michigan",Comstock Park,Michigan
1202,2634000,"Grand Rapids city, Michigan",Grand Rapids,Michigan
200,5531000,"Green Bay city, Wisconsin",Green Bay,Wisconsin
1,5577975,"Suamico village, Wisconsin",Suamico,Wisconsin
42,5519775,"De Pere city, Wisconsin",De Pere,Wisconsin
19,5549300,"Marinette city, Wisconsin",Marinette,Wisconsin
3,3755900,"Reidsville city, North Carolina",Reidsville,North Carolina
22,5581325,"Two Rivers city, Wisconsin",Two Rivers,Wisconsin
8,3727280,"Graham city, North Carolina",Graham,North Carolina
40,3702080,"Asheboro city, North Carolina",Asheboro,North Carolina
461,3709060,"Burlington city, North Carolina",Burlington,North Carolina
3000,3731400,"High Point city, North Carolina",High Point,North Carolina
3000,3728000,"Greensboro city, North Carolina",Greensboro,North Carolina
268,3742240,"Mebane city, North Carolina",Mebane,North Carolina
5,4528060,"Gaffney city, South Carolina",Gaffney,South Carolina
99,4514950,"Clemson city, South Carolina",Clemson,South Carolina
174,4501360,"Anderson city, South Carolina",Anderson,South Carolina
1423,4566580,"Simpsonville city, South Carolina",Simpsonville,South Carolina
21,4521985,"Easley city, South Carolina",Easley,South Carolina
1775,4530850,"Greenville city, South Carolina",Greenville,South Carolina
729,4568290,"Spartanburg city, South Carolina",Spartanburg,South Carolina
710,4571395,"Taylors CDP, South Carolina",Taylors,South Carolina
656,2853520,"Ocean Springs city, Mississippi",Ocean Springs,Mississippi
358,4545115,"Mauldin city, South Carolina",Mauldin,South Carolina
1,4530895,"Greenwood city, South Carolina",Greenwood,South Carolina
75,2857160,"Picayune city, Mississippi",Picayune,Mississippi
930,4530985,"Greer city, South Carolina",Greer,South Carolina
113,2826860,"Gautier city, Mississippi",Gautier,Mississippi
140,2803980,"Bay St. Louis city, Mississippi",Bay St. Louis,Mississippi
249,2855360,"Pascagoula city, Mississippi",Pascagoula,Mississippi
409,2841680,"Long Beach city, Mississippi",Long Beach,Mississippi
945,2806220,"Biloxi city, Mississippi",Biloxi,Mississippi
102,641152,"Lemoore city, California",Lemoore,California
815,2829700,"Gulfport city, Mississippi",Gulfport,Mississippi
505,4232800,"Harrisburg city, Pennsylvania",Harrisburg,Pennsylvania
14,616224,"Corcoran city, California",Corcoran,California
10,603302,"Avenal city, California",Avenal,California
35,614274,"Coalinga city, California",Coalinga,California
138,631960,"Hanford city, California",Hanford,California
6,670882,"Selma city, California",Selma,California
4,638562,"Kingsburg city, California",Kingsburg,California
10,4234144,"Hershey CDP, Pennsylvania",Hershey,Pennsylvania
13,4211272,"Carlisle borough, Pennsylvania",Carlisle borough,Pennsylvania
120,5135624,"Harrisonburg city, Virginia",Harrisonburg,Virginia
38,5175216,"Staunton city, Virginia",Staunton,Virginia
34,984970,"Wethersfield CDP, Connecticut",Wethersfield,Connecticut
482,937000,"Hartford city, Connecticut",Hartford,Connecticut
13,952210,"Newington CDP, Connecticut",Newington,Connecticut
25,987140,"Windsor Locks CDP, Connecticut",Windsor Locks,Connecticut
33,985810,"Willimantic CDP, Connecticut",Willimantic,Connecticut
15,2500840,"Agawam Town city, Massachusetts",Agawam Town,Massachusetts
3,2536335,"Longmeadow CDP, Massachusetts",Longmeadow,Massachusetts
10,947290,"Middletown city, Connecticut",Middletown,Connecticut
409,2856800,"Petal city, Mississippi",Petal,Mississippi
39,950370,"New Britain city, Connecticut",New Britain,Connecticut
96,944690,"Manchester CDP, Connecticut",Manchester,Connecticut
5,2208150,"Bogalusa city, Louisiana",Bogalusa,Louisiana
388,922700,"East Hartford CDP, Connecticut",East Hartford,Connecticut
8,2843280,"McComb city, Mississippi",McComb,Mississippi
172,908420,"Bristol city, Connecticut",Bristol,Connecticut
37,2567000,"Springfield city, Massachusetts",Springfield,Massachusetts
12,2839640,"Laurel city, Mississippi",Laurel,Mississippi
414,2831020,"Hattiesburg city, Mississippi",Hattiesburg,Mississippi
341,982660,"West Hartford CDP, Connecticut",West Hartford,Connecticut
49,3035600,"Helena city, Montana",Helena,Montana
45,3731060,"Hickory city, North Carolina",Hickory,North Carolina
7,3764740,"Statesville city, North Carolina",Statesville,North Carolina
22,3747000,"Newton city, North Carolina",Newton,North Carolina
4,3744400,"Morganton city, North Carolina",Morganton,North Carolina
9,3737760,"Lenoir city, North Carolina",Lenoir,North Carolina
31,4504690,"Beaufort city, South Carolina",Beaufort,South Carolina
197,3738320,"Lincolnton city, North Carolina",Lincolnton,North Carolina
14,3761200,"Shelby city, North Carolina",Shelby,North Carolina
27,2601340,"Allendale CDP, Michigan",Allendale,Michigan
0,1522700,"Kahului CDP, Hawaii",Kahului,Hawaii
1,1523150,"Kailua CDP (Honolulu County), Hawaii",Kailua,Hawaii
2,4558030,"Port Royal town, South Carolina",Port Royal,South Carolina
5,4534045,"Hilton Head Island town, South Carolina",Hilton Head Island,South Carolina
6,4507210,"Bluffton town, South Carolina",Bluffton,South Carolina
46,1571550,"Urban Honolulu CDP, Hawaii",Urban Honolulu,Hawaii
12,1514650,"Hilo CDP, Hawaii",Hilo,Hawaii
1,1569050,"Schofield Barracks CDP, Hawaii",Schofield Barracks,Hawaii
2,1542950,"Lahaina CDP, Hawaii",Lahaina,Hawaii
168,2638640,"Holland city, Michigan",Holland,Michigan
0,1536500,"Kihei CDP, Hawaii",Kihei,Hawaii
5,1562600,"Pearl City CDP, Hawaii",Pearl,Hawaii
8,1551050,"Mililani Town CDP, Hawaii",Mililani Town,Hawaii
0,1528850,"Kapaa CDP, Hawaii",Kapaa,Hawaii
5,1579700,"Waipahu CDP, Hawaii",Waipahu,Hawaii
2,1528250,"Kaneohe CDP, Hawaii",Kaneohe,Hawaii
0,1578500,"Waimea CDP (Hawaii County), Hawaii",Waimea,Hawaii
1,1574450,"Waianae CDP, Hawaii",Waianae,Hawaii
0,1577450,"Wailuku CDP, Hawaii",Wailuku,Hawaii
3,1572650,"Wahiawa CDP, Hawaii",Wahiawa,Hawaii
6,1530300,"Kapolei CDP, Hawaii",Kapolei,Hawaii
1,2263155,"Raceland CDP, Louisiana",Raceland,Louisiana
2,2252040,"Morgan City city, Louisiana",Morgan,Louisiana
6,2275425,"Thibodaux city, Louisiana",Thibodaux,Louisiana
111,2236255,"Houma city, Louisiana",Houma,Louisiana
218,4807300,"Bellaire city, Texas",Bellaire,Texas
300,4835348,"Humble city, Texas",Humble,Texas
421,4806128,"Baytown city, Texas",Baytown,Texas
2100,4856000,"Pasadena city, Texas",Pasadena,Texas
142,4870808,"Sugar Land city, Texas",Sugar Land,Texas
14,4803264,"Angleton city, Texas",Angleton,Texas
73,4869020,"South Houston city, Texas",South Houston,Texas
4,4827996,"Galena Park city, Texas",Galena Park,Texas
3000,4869596,"Spring CDP, Texas",Spring,Texas
1317,4838476,"Katy city, Texas",Katy,Texas
769,4816432,"Conroe city, Texas",Conroe,Texas
3000,4835000,"Houston city, Texas",Houston,Texas
339,4869908,"Stafford city, Texas",Stafford,Texas
214,4819624,"Deer Park city, Texas",Deer Park,Texas
87,4863284,"Rosenberg city, Texas",Rosenberg,Texas
443,4866392,"Seabrook city, Texas",Seabrook,Texas
21,4827540,"Fresno CDP, Texas",Fresno,Texas
335,4827648,"Friendswood city, Texas",Friendswood,Texas
294,4848804,"Missouri City city, Texas",Missouri,Texas
44,4841440,"La Porte city, Texas",La Porte,Texas
595,4814236,"Channelview CDP, Texas",Channelview,Texas
409,4856348,"Pearland city, Texas",Pearland,Texas
304,4873316,"Tomball city, Texas",Tomball,Texas
79,4802272,"Alvin city, Texas",Alvin,Texas
56,623042,"Eureka city, California",Eureka,California
0,3656979,"Peekskill city, New York",Peekskill,New York
25,3605100,"Beacon city, New York",Beacon,New York
0,3648890,"Mount Kisco village, New York",Mount Kisco,New York
5,918430,"Danbury city, Connecticut",Danbury,Connecticut
25,3650034,"Newburgh city, New York",Newburgh,New York
8,3659641,"Poughkeepsie city, New York",Poughkeepsie,New York
3,3647042,"Middletown city, New York",Middletown,New York
30,602476,"Arcata city, California",Arcata,California
2,625296,"Fortuna city, California",Fortuna,California
99,5439460,"Huntington city, West Virginia",Huntington,West Virginia
11,2102368,"Ashland city, Kentucky",Ashland,Kentucky
8,3937464,"Ironton city, Ohio",Ironton,Ohio
5,4767760,"Shelbyville city, Tennessee",Shelbyville,Tennessee
0,3964304,"Portsmouth city, Ohio",Portsmouth,Ohio
1,168736,"Scottsboro city, Alabama",Scottsboro,Alabama
7,118976,"Cullman city, Alabama",Cullman,Alabama
2421,137000,"Huntsville city, Alabama",Huntsville,Alabama
11,4775320,"Tullahoma city, Tennessee",Tullahoma,Tennessee
15,133448,"Hartselle city, Alabama",Hartselle,Alabama
33,120104,"Decatur city, Alabama",Decatur,Alabama
65,102956,"Athens city, Alabama",Athens,Alabama
159,1753234,"Normal town, Illinois",Normal,Illinois
1890,145784,"Madison city, Alabama",Madison,Alabama
7,608058,"Brawley city, California",Brawley,California
12,609710,"Calexico city, California",Calexico,California
23,621782,"El Centro city, California",El Centro,California
3000,1836003,"Indianapolis city (balance), Indiana",Indianapolis,Indiana
11,607218,"Blythe city, California",Blythe,California
15,1825450,"Franklin city, Indiana",Franklin,Indiana
62,1886372,"Zionsville town, Indiana",Zionsville,Indiana
257,1808416,"Brownsburg town, Indiana",Brownsburg,Indiana
0,656826,"Phelan CDP, California",Phelan,California
591,1829898,"Greenwood city, Indiana",Greenwood,Indiana
79,1804204,"Beech Grove city, Indiana",Beech Grove,Indiana
617,1810342,"Carmel city, Indiana",Carmel,Indiana
292,1860246,"Plainfield town, Indiana",Plainfield,Indiana
276,1802908,"Avon town, Indiana",Avon,Indiana
233,1829520,"Greenfield city, Indiana",Greenfield,Indiana
71,600296,"Adelanto city, California",Adelanto,California
76,1854180,"Noblesville city, Indiana",Noblesville,Indiana
117,616350,"Corona city, California",Corona,California
5,1829718,"Greensburg city, Indiana",Greensburg,Indiana
33,1882700,"Westfield city, Indiana",Westfield,Indiana
137,665000,"San Bernardino city, California",San Bernardino,California
1061,1823278,"Fishers city, Indiana",Fishers,Indiana
132,1869318,"Shelbyville city, Indiana",Shelbyville,Indiana
13,1842624,"Lebanon city, Indiana",Lebanon,Indiana
22,604030,"Barstow city, California",Barstow,California
35,630658,"Grand Terrace city, California",Grand Terrace,California
35,642370,"Loma Linda city, California",Loma Linda,California
91,602364,"Apple Valley town, California",Apple Valley,California
2,666070,"San Dimas city, California",San Dimas,California
12,651560,"Norco city, California",Norco,California
2,613214,"Chino Hills city, California",Chino Hills,California
0,663218,"Rowland Heights CDP, California",Rowland Heights,California
2,619192,"Diamond Bar city, California",Diamond Bar,California
1,648788,"Montclair city, California",Montclair,California
36,614890,"Colton city, California",Colton,California
0,603386,"Azusa city, California",Azusa,California
4,616742,"Covina city, California",Covina,California
1,658072,"Pomona city, California",Pomona,California
2,607064,"Bloomington CDP, California",Bloomington,California
3,684200,"West Covina city, California",West Covina,California
4,660466,"Rialto city, California",Rialto,California
23,646884,"Mentone CDP, California",Mentone,California
2,639444,"Lake Arrowhead CDP, California",Lake Arrowhead,California
2,686832,"Yorba Linda city, California",Yorba Linda,California
9,653896,"Ontario city, California",Ontario,California
7,630014,"Glendora city, California",Glendora,California
4,640830,"La Verne city, California",La Verne,California
6,624680,"Fontana city, California",Fontana,California
8,659451,"Rancho Cucamonga city, California",Rancho Cucamonga,California
2,613756,"Claremont city, California",Claremont,California
124,649270,"Moreno Valley city, California",Moreno Valley,California
40,659962,"Redlands city, California",Redlands,California
108,662000,"Riverside city, California",Riverside,California
88,633434,"Hesperia city, California",Hesperia,California
6,681344,"Upland city, California",Upland,California
132,682590,"Victorville city, California",Victorville,California
891,1938595,"Iowa City city, Iowa",Iowa,Iowa
165,1957360,"North Liberty city, Iowa",North Liberty,Iowa
8,656700,"Perris city, California",Perris,California
715,1916230,"Coralville city, Iowa",Coralville,Iowa
0,2811100,"Canton city, Mississippi",Canton,Mississippi
32,3618388,"Cortland city, New York",Cortland,New York
274,3638077,"Ithaca city, New York",Ithaca,New York
8,2876720,"Vicksburg city, Mississippi",Vicksburg,Mississippi
342,2814420,"Clinton city, Mississippi",Clinton,Mississippi
53,2855760,"Pearl city, Mississippi",Pearl,Mississippi
459,2844520,"Madison city, Mississippi",Madison,Mississippi
2,2881520,"Yazoo City city, Mississippi",Yazoo,Mississippi
547,2808300,"Brandon city, Mississippi",Brandon,Mississippi
896,2836000,"Jackson city, Mississippi",Jackson,Mississippi
446,2862520,"Ridgeland city, Mississippi",Ridgeland,Mississippi
1,4746240,"Martin city, Tennessee",Martin,Tennessee
111,1245350,"Middleburg CDP, Florida",Middleburg,Florida
0,2815700,"Corinth city, Mississippi",Corinth,Mississippi
2,4722200,"Dyersburg city, Tennessee",Dyersburg,Tennessee
301,4737640,"Jackson city, Tennessee",Jackson,Tennessee
0,1222660,"Fleming Island CDP, Florida",Fleming Island,Florida
215,1202400,"Atlantic Beach city, Florida",Atlantic Beach,Florida
3000,1235000,"Jacksonville city, Florida",Jacksonville,Florida
150,1235050,"Jacksonville Beach city, Florida",Jacksonville Beach,Florida
56,1279175,"Yulee CDP, Florida",Yulee,Florida
33,5506500,"Beloit city, Wisconsin",Beloit,Wisconsin
35,1222175,"Fernandina Beach city, Florida",Fernandina Beach,Florida
15,5586925,"Whitewater city, Wisconsin",Whitewater,Wisconsin
0,3441310,"Long Branch city, New Jersey",Long Branch,New Jersey
5,3401960,"Asbury Park city, New Jersey",Asbury Park,New Jersey
17,5537825,"Janesville city, Wisconsin",Janesville,Wisconsin
1,3462430,"Red Bank borough, New Jersey",Red Bank borough,New Jersey
0,3404180,"Beachwood borough, New Jersey",Beachwood borough,New Jersey
1,3438580,"Lakewood CDP, New Jersey",Lakewood,New Jersey
1,3425200,"Freehold borough, New Jersey",Freehold borough,New Jersey
11,553390,"Paragould city, Arkansas",Paragould,Arkansas
3,3473110,"Toms River CDP, New Jersey",Toms River,New Jersey
0,2938306,"Kennett city, Missouri",Kennett,Missouri
0,504030,"Batesville city, Arkansas",Batesville,Arkansas
52,2978118,"Webb City city, Missouri",Webb,Missouri
1,507330,"Blytheville city, Arkansas",Blytheville,Arkansas
49,535710,"Jonesboro city, Arkansas",Jonesboro,Arkansas
0,4048000,"Miami city, Oklahoma",Miami,Oklahoma
27,2056025,"Pittsburg city, Kansas",Pittsburg,Kansas
3,2911656,"Carthage city, Missouri",Carthage,Missouri
82,2937592,"Joplin city, Missouri",Joplin,Missouri
7,236400,"Juneau city and borough, Alaska",Juneau,Alaska
210,2641420,"Jackson city, Michigan",Jackson,Michigan
14,3040075,"Kalispell city, Montana",Kalispell,Montana
56,2052575,"Olathe city, Kansas",Olathe,Kansas
21,2038650,"Lansing city, Kansas",Lansing,Kansas
411,2642160,"Kalamazoo city, Michigan",Kalamazoo,Michigan
73,2960752,"Raymore city, Missouri",Raymore,Missouri
203,2928324,"Grandview city, Missouri",Grandview,Missouri
54,2676960,"Sturgis city, Michigan",Sturgis,Michigan
161,2665560,"Portage city, Michigan",Portage,Michigan
22,2039000,"Leavenworth city, Kansas",Leavenworth,Kansas
2651,2941348,"Lee's Summit city, Missouri",Lee's Summit,Missouri
246,2904384,"Belton city, Missouri",Belton,Missouri
438,2600440,"Adrian city, Michigan",Adrian,Michigan
3000,2938000,"Kansas City city, Missouri",Kansas,Missouri
543,2928090,"Grain Valley city, Missouri",Grain Valley,Missouri
14,2923086,"Excelsior Springs city, Missouri",Excelsior Springs,Missouri
123,2942032,"Liberty city, Missouri",Liberty,Missouri
1059,2906652,"Blue Springs city, Missouri",Blue Springs,Missouri
3,2930610,"Harrisonville city, Missouri",Harrisonville,Missouri
3000,2036000,"Kansas City city, Kansas",Kansas,Kansas
964,2935000,"Independence city, Missouri",Independence,Missouri
79,2977092,"Warrensburg city, Missouri",Warrensburg,Missouri
1,1236550,"Key West city, Florida",Key West,Florida
15,4816624,"Copperas Cove city, Texas",Copperas Cove,Texas
30,4139700,"Klamath Falls city, Oregon",Klamath Falls,Oregon
113,4755120,"Oak Ridge city, Tennessee",Oak Ridge,Tennessee
116,4807492,"Belton city, Texas",Belton,Texas
0,1844658,"Logansport city, Indiana",Logansport,Indiana
325,4832312,"Harker Heights city, Texas",Harker Heights,Texas
8,4829168,"Gatesville city, Texas",Gatesville,Texas
1884,4839148,"Killeen city, Texas",Killeen,Texas
7,4767120,"Sevierville city, Tennessee",Sevierville,Tennessee
9,4750280,"Morristown city, Tennessee",Morristown,Tennessee
223,4872176,"Temple city, Texas",Temple,Texas
131,1840392,"Kokomo city, Indiana",Kokomo,Indiana
3000,4746380,"Maryville city, Tennessee",Maryville,Tennessee
1,4767200,"Seymour CDP, Tennessee",Seymour,Tennessee
2,1859328,"Peru city, Indiana",Peru,Indiana
0,1879370,"Wabash city, Indiana",Wabash,Indiana
35,5375775,"Walla Walla city, Washington",Walla Walla,Washington
89,1846908,"Marion city, Indiana",Marion,Indiana
0,1825324,"Frankfort city, Indiana",Frankfort,Indiana
3000,4740000,"Knoxville city, Tennessee",Knoxville,Tennessee
20,4133700,"Hermiston city, Oregon",Hermiston,Oregon
914,5335275,"Kennewick city, Washington",Kennewick,Washington
3,5327925,"Grandview city, Washington",Grandview,Washington
7,4157150,"Pendleton city, Oregon",Pendleton,Oregon
841,5377665,"West Richland city, Washington",West Richland,Washington
673,5353545,"Pasco city, Washington",Pasco,Washington
843,5358235,"Richland city, Washington",Richland,Washington
841,2044250,"Manhattan city, Kansas",Manhattan,Kansas
1392,2240735,"Lafayette city, Louisiana",Lafayette,Louisiana
166,5540775,"La Crosse city, Wisconsin",La Crosse,Wisconsin
3,2224565,"Eunice city, Louisiana",Eunice,Louisiana
13,2218650,"Crowley city, Louisiana",Crowley,Louisiana
18,5559925,"Onalaska city, Wisconsin",Onalaska,Wisconsin
1584,2200100,"Abbeville city, Louisiana",Abbeville,Louisiana
11,2254035,"New Iberia city, Louisiana",New Iberia,Louisiana
22,2771032,"Winona city, Minnesota",Winona,Minnesota
2,2258045,"Opelousas city, Louisiana",Opelousas,Louisiana
0,2220610,"DeRidder city, Louisiana",DeRidder,Louisiana
592,2283335,"Youngsville city, Louisiana",Youngsville,Louisiana
693,2210075,"Broussard city, Louisiana",Broussard,Louisiana
0,2238355,"Jennings city, Louisiana",Jennings,Louisiana
25,1237775,"Lake City city, Florida",Lake,Florida
236,2241155,"Lake Charles city, Louisiana",Lake Charles,Louisiana
197,2273640,"Sulphur city, Louisiana",Sulphur,Louisiana
0,1237648,"Lake Butler CDP, Florida",Lake Butler,Florida
1162,1238250,"Lakeland city, Florida",Lakeland,Florida
13,4223832,"Ephrata borough, Pennsylvania",Ephrata borough,Pennsylvania
107,4241216,"Lancaster city, Pennsylvania",Lancaster,Pennsylvania
274,4841464,"Laredo city, Texas",Laredo,Texas
2,1760352,"Plano city, Illinois",Plano,Illinois
2,1773170,"Streator city, Illinois",Streator,Illinois
5,1749607,"Minooka village, Illinois",Minooka,Illinois
4,1228400,"Haines City city, Florida",Haines,Florida
11,1227800,"Groveland city, Florida",Groveland,Florida
102,1230225,"Highland City CDP, Florida",Highland,Florida
56,1203675,"Bartow city, Florida",Bartow,Florida
2,1784038,"Yorkville city, Illinois",Yorkville,Illinois
8,1756926,"Ottawa city, Illinois",Ottawa,Illinois
174,1278275,"Winter Haven city, Florida",Winter Haven,Florida
14,1202550,"Auburndale city, Florida",Auburndale,Florida
4,1750491,"Morris city, Illinois",Morris,Illinois
7,3501780,"Alamogordo city, New Mexico",Alamogordo,New Mexico
661,1257550,"Plant City city, Florida",Plant,Florida
3,3520270,"Deming city, New Mexico",Deming,New Mexico
556,3514250,"Chaparral CDP, New Mexico",Chaparral,New Mexico
3000,3539380,"Las Cruces city, New Mexico",Las Cruces,New Mexico
3000,3206500,"Boulder City city, Nevada",Boulder,Nevada
1,3253800,"Pahrump CDP, Nevada",Pahrump,Nevada
3000,3231900,"Henderson city, Nevada",Henderson,Nevada
3000,3240000,"Las Vegas city, Nevada",Las Vegas,Nevada
1229,2038900,"Lawrence city, Kansas",Lawrence,Kansas
3000,3251800,"North Las Vegas city, Nevada",North Las Vegas,Nevada
35,2025425,"Gardner city, Kansas",Gardner,Kansas
2,2053550,"Ottawa city, Kansas",Ottawa,Kansas
2554,2646000,"Lansing city, Michigan",Lansing,Michigan
1022,2637100,"Haslett CDP, Michigan",Haslett,Michigan
580,2660340,"Okemos CDP, Michigan",Okemos,Michigan
6,4001700,"Altus city, Oklahoma",Altus,Oklahoma
1599,2624120,"East Lansing city, Michigan",East Lansing,Michigan
7,4021900,"Duncan city, Oklahoma",Duncan,Oklahoma
2,4023500,"Elk City city, Oklahoma",Elk,Oklahoma
6,1646540,"Lewiston city, Idaho",Lewiston,Idaho
613,2638780,"Holt CDP, Michigan",Holt,Michigan
1359,4041850,"Lawton city, Oklahoma",Lawton,Oklahoma
6,2144146,"Lawrenceburg city, Kentucky",Lawrenceburg,Kentucky
27,2128900,"Frankfort city, Kentucky",Frankfort,Kentucky
0,2119882,"Danville city, Kentucky",Danville,Kentucky
2,2171688,"Somerset city, Kentucky",Somerset,Kentucky
9,2183676,"Winchester city, Kentucky",Winchester,Kentucky
53,2105842,"Berea city, Kentucky",Berea,Kentucky
59,2165226,"Richmond city, Kentucky",Richmond,Kentucky
11,3110110,"Columbus city, Nebraska",Columbus,Nebraska
0,3905130,"Bellefontaine city, Ohio",Bellefontaine,Ohio
446,2130700,"Georgetown city, Kentucky",Georgetown,Kentucky
1861,2156136,"Nicholasville city, Kentucky",Nicholasville,Kentucky
10,3927048,"Findlay city, Ohio",Findlay,Ohio
2,3912868,"Celina city, Ohio",Celina,Ohio
3,3972424,"Sidney city, Ohio",Sidney,Ohio
0,3921308,"Defiance city, Ohio",Defiance,Ohio
6,3103390,"Beatrice city, Nebraska",Beatrice,Nebraska
47,3943554,"Lima city, Ohio",Lima,Ohio
1,501870,"Arkadelphia city, Arkansas",Arkadelphia,Arkansas
2068,3128000,"Lincoln city, Nebraska",Lincoln,Nebraska
138,544600,"Maumelle city, Arkansas",Maumelle,Arkansas
11,505290,"Benton city, Arkansas",Benton,Arkansas
38,555310,"Pine Bluff city, Arkansas",Pine Bluff,Arkansas
1,561670,"Russellville city, Arkansas",Russellville,Arkansas
373,563800,"Sherwood city, Arkansas",Sherwood,Arkansas
1,563020,"Searcy city, Arkansas",Searcy,Arkansas
3,533482,"Hot Springs Village CDP, Arkansas",Hot Springs Village,Arkansas
5,543610,"Malvern city, Arkansas",Malvern,Arkansas
53,510300,"Cabot city, Arkansas",Cabot,Arkansas
2987,550450,"North Little Rock city, Arkansas",North Little Rock,Arkansas
2077,509460,"Bryant city, Arkansas",Bryant,Arkansas
3000,541000,"Little Rock city, Arkansas",Little Rock,Arkansas
20,515190,"Conway city, Arkansas",Conway,Arkansas
27,4945860,"Logan city, Utah",Logan,Utah
108,534750,"Jacksonville city, Arkansas",Jacksonville,Arkansas
0,5633740,"Green River city, Wyoming",Green River,Wyoming
5,4969640,"Smithfield city, Utah",Smithfield,Utah
1,4908460,"Brigham City city, Utah",Brigham,Utah
0,3622315,"East Islip CDP, New York",East Islip,New York
0,3658442,"Plainview CDP, New York",Plainview,New York
13,3671608,"Stony Brook CDP, New York",Stony Brook,New York
0,3645997,"Massapequa Park village, New York",Massapequa Park,New York
3,3678146,"Wantagh CDP, New York",Wantagh,New York
0,3625417,"Farmingville CDP, New York",Farmingville,New York
0,3666212,"Selden CDP, New York",Selden,New York
0,3651440,"North Babylon CDP, New York",North Babylon,New York
0,3665409,"Sayville CDP, New York",Sayville,New York
1,3642081,"Levittown CDP, New York",Levittown,New York
0,3634374,"Hicksville CDP, New York",Hicksville,New York
0,3649825,"Nesconset CDP, New York",Nesconset,New York
0,3679444,"Westbury village, New York",Westbury,New York
0,3622502,"East Meadow CDP, New York",East Meadow,New York
1,3606387,"Bethpage CDP, New York",Bethpage,New York
0,3613552,"Central Islip CDP, New York",Central Islip,New York
0,3630543,"Greenlawn CDP, New York",Greenlawn,New York
1,3663319,"Rocky Point CDP, New York",Rocky Point,New York
2,3679246,"West Babylon CDP, New York",West Babylon,New York
2,3663473,"Ronkonkoma CDP, New York",Ronkonkoma,New York
0,3638539,"Jericho CDP, New York",Jericho,New York
4,918920,"Darien CDP, Connecticut",Darien,Connecticut
0,3618157,"Coram CDP, New York",Coram,New York
1,3647306,"Miller Place CDP, New York",Miller Place,New York
3,3666058,"Seaford CDP, New York",Seaford,New York
0,3635254,"Holtsville CDP, New York",Holtsville,New York
6,3666481,"Setauket-East Setauket CDP, New York",Setauket-East Setauket,New York
2,3640530,"Lake Grove village, New York",Lake Grove,New York
1,3632732,"Hauppauge CDP, New York",Hauppauge,New York
2,3680302,"West Islip CDP, New York",West Islip,New York
0,3672554,"Syosset CDP, New York",Syosset,New York
0,3683294,"Wyandanch CDP, New York",Wyandanch,New York
0,3646085,"Mastic Beach village, New York",Mastic Beach,New York
3,3605738,"Bellmore CDP, New York",Bellmore,New York
1,3649066,"Mount Sinai CDP, New York",Mount Sinai,New York
0,3637044,"Huntington Station CDP, New York",Huntington Station,New York
0,3682750,"Woodbury village, New York",Woodbury,New York
0,3613376,"Centereach CDP, New York",Centereach,New York
0,3635056,"Holbrook CDP, New York",Holbrook,New York
0,3619972,"Deer Park CDP, New York",Deer Park,New York
0,3622612,"East Northport CDP, New York",East Northport,New York
0,3608026,"Brentwood CDP, New York",Brentwood,New York
0,3646404,"Medford CDP, New York",Medford,New York
0,3646976,"Middle Island CDP, New York",Middle Island,New York
0,3667070,"Shirley CDP, New York",Shirley,New York
1,3639672,"Kings Park CDP, New York",Kings Park,New York
0,3646514,"Melville CDP, New York",Melville,New York
0,3664584,"St. James CDP, New York",St. James,New York
2,3656660,"Patchogue village, New York",Patchogue,New York
1,3667851,"Smithtown CDP, New York",Smithtown,New York
2,3642554,"Lindenhurst village, New York",Lindenhurst,New York
0,3645139,"Manorville CDP, New York",Manorville,New York
2,3603408,"Babylon village, New York",Babylon,New York
1,3617530,"Commack CDP, New York",Commack,New York
0,3661973,"Riverhead CDP, New York",Riverhead,New York
0,3604935,"Bay Shore CDP, New York",Bay Shore,New York
2,3618146,"Copiague CDP, New York",Copiague,New York
0,671876,"Signal Hill city, California",Signal Hill,California
0,633364,"Hermosa Beach city, California",Hermosa Beach,California
4,955990,"Norwalk city, Connecticut",Norwalk,Connecticut
0,636056,"Huntington Park city, California",Huntington Park,California
3,640886,"Lawndale city, California",Lawndale,California
0,646492,"Maywood city, California",Maywood,California
0,3631896,"Hampton Bays CDP, New York",Hampton Bays,New York
1,668224,"San Marino city, California",San Marino,California
0,678148,"Temple City city, California",Temple,California
1,604996,"Bell Gardens city, California",Bell Gardens,California
3,632548,"Hawthorne city, California",Hawthorne,California
5,684410,"West Hollywood city, California",West Hollywood,California
0,644574,"Lynwood city, California",Lynwood,California
0,645400,"Manhattan Beach city, California",Manhattan Beach,California
2,673220,"South Pasadena city, California",South Pasadena,California
