	GeoID	Place Name	Indeed job count	Craigslist affordable house count	Population	Unemployment rate	Employment to population ratio	Number of people below the poverty level	Number of people with a bachelors degree or higher	Public transportation proportion	Simpsons diversity score	Affordable housing in market	Proportion of public transit to work under 30 minutes	SNAP-authorized Stores per 1000 people (2016)	Farmers Markets per 1000 people (2016)	Farmer Markets with SNAP per 1000 people (2016)	Farmer Markets with WIC per 1000 people (2016)	Farmer Markets with WIC Cash per 1000 people (2016)	Farmer Markets with SFMNP per 1000 people (2016)	Employment to population ratio percentage	Indeed job count normalized	Craigslist affordable house count normalized	Number of people below the poverty level normalized	Number of people with a bachelors degree or higher normalized	Population min_max_normalized	Unemployment rate min_max_normalized	Public transportation proportion min_max_normalized	Simpsons diversity score min_max_normalized	Affordable housing in market min_max_normalized	Proportion of public transit to work under 30 minutes min_max_normalized	SNAP-authorized Stores per 1000 people (2016) min_max_normalized	Farmers Markets per 1000 people (2016) min_max_normalized	Farmer Markets with SNAP per 1000 people (2016) min_max_normalized	Farmer Markets with WIC per 1000 people (2016) min_max_normalized	Farmer Markets with WIC Cash per 1000 people (2016) min_max_normalized	Farmer Markets with SFMNP per 1000 people (2016) min_max_normalized	Employment to population ratio percentage min_max_normalized	Indeed job count normalized min_max_normalized	Craigslist affordable house count normalized min_max_normalized	Number of people below the poverty level normalized min_max_normalized	Number of people with a bachelors degree or higher normalized min_max_normalized
24376	4516405	Conway city, South Carolina	453.0	392.0	21534	10.6	50.9	2830	2092	0.026077508149221298	0.4973898868908698	82	0.7040000000000001	0.86593317	0.076405868	0.0	0.0	0.0	0.0	0.509	0.021036500417943717	0.018203770781090367	0.13142007987368812	0.09714869508683942	0.0018157438505880827	0.36054421768707484	0.0370297714457142	0.6559923868158934	0.0020296024949259936	0.704	0.11769775411066205	0.060971882667902204	0.0	0.0	0.0	0.0	0.5505181347150259	0.12687570911105406	0.0629255345750191	0.3537629602771637	0.16234049101140846
24386	4518565	Darlington city, South Carolina	116.0		6075	15.0	47.8	897	686	0.023741690408357077	0.4768085519985755	76	1.0							0.478	0.019094650205761315		0.14765432098765433	0.11292181069958848	8.533949336397762e-06	0.5102040816326531	0.033712936240904594	0.6288138786017924	0.0018810949952972626	0.9999999999999998							0.5103626943005181	0.1151303780578772		0.39746307977069745	0.1894127156206952
24388	4519285	Dentsville CDP, South Carolina	565.0		14204	7.5	63.3	1387	1854	0.022583559168925023	0.4387283681622087	299	0.8531468531468531	1.393342495	0.038173767	0.0	0.0	0.0	0.0	0.633	0.03977752745705435		0.09764854970430864	0.1305266122219093	0.0009588418144812937	0.25510204081632654	0.03206840276573852	0.578527412995586	0.007400623731498441	0.8531468531468529	0.2075091952756516	0.03046266606794961	0.0	0.0	0.0	0.0	0.7111398963730571	0.24023129414534275		0.26285511349079765	0.21962875871042928
24389	4519420	Dillon city, South Carolina	49.0		6540	10.5	44.2	957	313	0.0	0.5012337199203204	100								0.442	0.007492354740061162		0.1463302752293578	0.04785932721712538	6.289403757509584e-05	0.35714285714285715	0.0	0.6610683281049917	0.0024751249938121875								0.4637305699481865	0.044953594922648964		0.393898949027149	0.0777425668866328
24394	4521985	Easley city, South Carolina	701.0	21.0	20521	7.0	56.2	1446	2695	0.0	0.2934678678761202	217		1.018712133	0.0					0.562	0.034160128648701334	0.0010233419424004679	0.07046440231957507	0.13132888260806003	0.0016973206906186178	0.2380952380952381	0.0	0.3867048844341361	0.005371021236572447		0.14371416716274946	0.0					0.6191709844559585	0.20625431268307223	0.0035374175797400786	0.1896795039440905	0.22100573740154444
24414	4525540	Five Forks CDP, South Carolina	765.0		17500	3.5	68.7	283	5929	0.0	0.24650388759330633	0		1.987724927	0.0					0.687	0.04371428571428571		0.016171428571428573	0.3388	0.001344155472190431	0.11904761904761905	0.0	0.32468699635432885	0.0		0.3087253480637568	0.0					0.7810880829015545	0.2640428779211807		0.04353103763776253	0.5770992846671485
24415	4525810	Florence city, South Carolina	128.0	71.0	37840	7.7	59.5	3447	6481	0.004506451015494783	0.5269650029082874	672	0.7669999999999999	0.89080843	0.030776491	0.0	0.01025883033230745	0.0	0.0	0.595	0.0033826638477801266	0.001876321353065539	0.09109408033826638	0.1712737843551797	0.003721970944825095	0.2619047619047619	0.006399110305332662	0.6950475568434373	0.0166328399584179	0.7669999999999997	0.12193371059465825	0.024559639819571818	0.0	0.008186546605705286	0.0	0.0	0.6619170984455959	0.02009602364694411	0.006485937754106358	0.24521147419149347	0.2895652648052392
24417	4526305	Forest Acres city, South Carolina	557.0		10466	4.3	62.6	332	3301	0.0027507405840033854	0.36501869877840376	158	1.0	0.617557055	0.055303617	0.0	0.0	0.0	0.0	0.626	0.053219950315306706		0.03172176571756163	0.31540225492069557	0.0005218568470915014	0.14625850340136054	0.003906021025829394	0.48119073074003094	0.003910697490223256	0.9999999999999998	0.07540230012127498	0.04413228636882447	0.0	0.0	0.0	0.0	0.7020725388601037	0.321538135237644		0.08539019118120338	0.5369405090841067
24420	4526890	Fort Mill town, South Carolina		661.0	14451	5.1	66.2	627	3372	0.0104021114733737	0.35343784919754495	49	0.13413413413413414	1.36940825	0.04149722	0.0	0.0	0.0	0.0	0.662		0.0457407791848315	0.04338800083039236	0.23334025326966992	0.0009877169581263656	0.17346938775510204	0.014770882563155162	0.46589773749606583	0.001212811246967972	0.1341341341341341	0.2034334822862274	0.03311478156211935	0.0	0.0	0.0	0.0	0.7487046632124353		0.15811355881679734	0.11679393003732838	0.3960931967884589
24421	4526890	Fort Mill town, South Carolina		660.0	14451	5.1	66.2	627	3372	0.0104021114733737	0.35343784919754495	49	0.13413413413413414	1.36940825	0.04149722	0.0	0.0	0.0	0.0	0.662		0.04567157982146564	0.04338800083039236	0.23334025326966992	0.0009877169581263656	0.17346938775510204	0.014770882563155162	0.46589773749606583	0.001212811246967972	0.1341341341341341	0.2034334822862274	0.03311478156211935	0.0	0.0	0.0	0.0	0.7487046632124353		0.1578743552482394	0.11679393003732838	0.3960931967884589
24422	4527070	Fountain Inn city, South Carolina	720.0		8455	5.6	64.8	450	975	0.0	0.518557948262387	121								0.648	0.08515671200473093		0.05322294500295683	0.1153163808397398	0.0002867640783860782	0.19047619047619047	0.0	0.6839456917338255	0.0029949012425127468								0.7305699481865285	0.5147084613809405		0.14326811090825045	0.19352264179307868
24425	4528060	Gaffney city, South Carolina	314.0	5.0	12756	7.1	44.1	1798	1172	0.004238285848834471	0.5001062800592762	328	1.0	1.36940825	0.04149722	0.0	0.0	0.0	0.0	0.441	0.024615867042960177	0.00039197240514267796	0.140953276889307	0.09187833176544372	0.0007895656687401435	0.24149659863945577	0.006018318752155457	0.6595794969050404	0.008118409979703974	0.9999999999999998	0.2034334822862274	0.03311478156211935	0.0	0.0	0.0	0.0	0.46243523316062174	0.14852560038884835	0.0013549430735460839	0.37942488348092496	0.15329469035208626
24426	4528375	Gantt CDP, South Carolina	720.0		15393	12.8	49.5	2275	1020	0.001990229781074724	0.5005028669311381	236	0.636	0.830526986	0.091016656	0.0	0.045508328	0.045508328	0.0	0.495	0.04677450789319821		0.1477944520236471	0.06626388618203079	0.0010978399755905669	0.435374149659864	0.002826104146758805	0.6601032063539615	0.005841294985396763	0.6359999999999999	0.11166850839872322	0.07263129149264841	0.0	0.036315645746324204	0.10084645482702394	0.0	0.5323834196891192	0.28255271063747744		0.39784029130615806	0.10933127557079755
24427	4528455	Garden City CDP, South Carolina	455.0		9702	4.4	42.9	558	1091	0.0	0.06273558304647242	99								0.429	0.046897546897546896		0.0575139146567718	0.1124510410224696	0.0004325426375982427	0.14965986394557826	0.0	0.08201331164170492	0.0024503737438740657								0.44689119170984454	0.2832969152262054		0.15481875163721703	0.18860470896233392
24430	4528870	Georgetown city, South Carolina	71.0		8960	18.6	46.3	1770	577	0.01567398119122257	0.4873173535985146	119	0.0							0.46299999999999997	0.007924107142857142		0.19754464285714285	0.06439732142857142	0.00034580030324745997	0.6326530612244898	0.02225687891013952	0.642691187925943	0.002945398742636503	0.0							0.49093264248704654	0.047565060457956186		0.5317602737055521	0.10612759270343901
24436	4529815	Goose Creek city, South Carolina	724.0	145.0	41040	6.6	56.9	2131	5760	0.010577029571381106	0.4350593900004297	88	0.17800000000000002	0.618019515	0.031358284	0.0	0.015679142	0.0	0.0	0.569	0.017641325536062378	0.003533138401559454	0.051924951267056534	0.14035087719298245	0.004096061874639791	0.22448979591836735	0.015019264316268589	0.5736823748273083	0.002178109994554725	0.178	0.07548105147646036	0.025023910633601532	0.0	0.012511955316800766	0.0	0.0	0.6282383419689118	0.10633990633854791	0.01221310822462138	0.13977410826516398	0.2364906593296745
24437	4529815	Goose Creek city, South Carolina	724.0	144.0	41040	6.6	56.9	2131	5760	0.010577029571381106	0.4350593900004297	88	0.17800000000000002	0.618019515	0.031358284	0.0	0.015679142	0.0	0.0	0.569	0.017641325536062378	0.0035087719298245615	0.051924951267056534	0.14035087719298245	0.004096061874639791	0.22448979591836735	0.015019264316268589	0.5736823748273083	0.002178109994554725	0.178	0.07548105147646036	0.025023910633601532	0.0	0.012511955316800766	0.0	0.0	0.6282383419689118	0.10633990633854791	0.012128879892037786	0.13977410826516398	0.2364906593296745
24444	4530850	Greenville city, South Carolina	659.0	1775.0	64061	5.4	63.8	5897	17157	0.013666588699167976	0.44015712125707007	969	0.606	0.878215765	0.02242253	0.02242253	0.0	0.0	0.0	0.638	0.010287070136276362	0.027707965845053934	0.09205288709199044	0.2678228563400509	0.006787295404409831	0.1836734693877551	0.019406403904733607	0.5804141408452528	0.023983961190040096	0.6059999999999999	0.11978933176374183	0.017893178941145164	0.049688326469664826	0.0	0.0	0.0	0.7176165803108808	0.061857503021238505	0.09577897808939316	0.24779243682564472	0.4552774948278196
24445	4530895	Greenwood city, South Carolina	95.0	1.0	23148	10.3	53.8	4055	1920	0.006787850897376898	0.5442269439530959	559	0.085	0.8093880040000001	0.0					0.5379999999999999	0.004104026265768101	4.3200276481769485e-05	0.17517712113357525	0.08294453084499741	0.0020044259633133703	0.3503401360544218	0.009638672755815368	0.7178426675071926	0.013835948715410128	0.08499999999999999	0.10806879495379927	0.0					0.588082901554404	0.024459202822884107	0.00014933172495380892	0.47155029128430964	0.13796113983036898
24446	4530985	Greer city, South Carolina	753.0	930.0	28587	4.3	67.6	1934	5411	0.0039948637466115	0.4270095109406745	173	1.0	0.858444586	0.027972028	0.007628734908328036	0.005085823272218691	0.0025429116363890657	0.0025429116363890657	0.6759999999999999	0.02634064434882989	0.03253226991289747	0.06765312904467065	0.18928184139643894	0.002640263640582787	0.14625850340136054	0.005672662075199492	0.5630521749256494	0.0042819662392950845	0.9999999999999998	0.11642253865760746	0.02232167834542859	0.01690527655333863	0.004058486971490259	0.0056350921850660705	0.0020292434859683463	0.7668393782383419	0.15895796037385393	0.11245529840083307	0.18211198186653485	0.320473436466884
24448	4532065	Hanahan city, South Carolina	729.0		21729	4.3	65.0	1298	3815	0.00804771823518273	0.38829457439991444	187	1.0	0.8093880040000001	0.0					0.65	0.03354963412950435		0.0597358368999954	0.17557181646647338	0.0018385400166236656	0.14625850340136054	0.011427670358803883	0.5119274919890047	0.00462848373842879	0.9999999999999998	0.10806879495379927	0.0					0.7331606217616581	0.20256172085022436		0.16079982995511136	0.2969422024725711
24451	4532560	Hartsville city, South Carolina	107.0		7694	16.1	40.6	1093	1206	0.0	0.516932250677693	147								0.406	0.01390694047309592		0.14205874707564337	0.15674551598648298	0.00019780057913952072	0.5476190476190477	0.0	0.6817988904990915	0.003638433740903916								0.4170984455958549	0.08375238204372355		0.38240064187334394	0.26462963673291034
24456	4534045	Hilton Head Island town, South Carolina	481.0	5.0	39666	4.5	50.8	2266	8203	0.010876954452753228	0.24365171840328514	398	0.9440000000000001	0.987063172	0.252016129	0.0	0.0	0.252016129	0.0	0.508	0.012126254222760046	0.00012605253869812938	0.05712701053799223	0.20680179498815107	0.003935436581650606	0.15306122448979592	0.015445154310992809	0.3209205883849401	0.009850997475372505	0.9439999999999998	0.13832473117053498	0.20110887095487096	0.0	0.0	0.5584677417478386	0.0	0.5492227979274611	0.07298185536724554	0.00043572968905747605	0.1537772643201005	0.35054385060850995
24460	4534720	Homeland Park CDP, South Carolina	246.0		6148	14.0	52.8	953	52	0.00040966816878328555	0.48079003402210685	105	1.0							0.528	0.040013012361743656		0.15500975927130775	0.008458035133376708	1.7067898672795523e-05	0.4761904761904762	0.0005817242418954942	0.6340715911091263	0.002598881243502797	0.9999999999999998							0.5751295336787565	0.2416556306602036		0.41726280614327427	0.010116065225465652
24466	4535890	Irmo town, South Carolina	567.0	242.0	11950	7.4	66.5	662	2541	0.001623962468422952	0.5052129418275212	26	0.0	1.646903821	0.105401845	0.0	0.0	0.0	0.0	0.665	0.047447698744769874	0.020251046025104604	0.055397489539748955	0.21263598326359834	0.0006953415157930669	0.25170068027210885	0.0023060086377123985	0.6663230560347665	0.0006435324983911688	0.0	0.2506876281024996	0.08411067231538308	0.0	0.0	0.0	0.0	0.7525906735751297	0.28662452285248496	0.07000241390408754	0.14912165561260224	0.36055737357274364
24467	4535890	Irmo town, South Carolina	567.0	240.0	11950	7.4	66.5	662	2541	0.001623962468422952	0.5052129418275212	26	0.0	1.646903821	0.105401845	0.0	0.0	0.0	0.0	0.665	0.047447698744769874	0.0200836820083682	0.055397489539748955	0.21263598326359834	0.0006953415157930669	0.25170068027210885	0.0023060086377123985	0.6663230560347665	0.0006435324983911688	0.0	0.2506876281024996	0.08411067231538308	0.0	0.0	0.0	0.0	0.7525906735751297	0.28662452285248496	0.06942388155777277	0.14912165561260224	0.36055737357274364
24474	4536430	James Island town, South Carolina	707.0		11908	2.7	66.2	549	3546	0.00760025873221216	0.23974696663102357	41	1.0							0.662	0.059371850856567016		0.04610345985891837	0.2977830030231777	0.000690431572339249	0.09183673469387756	0.010792282842811184	0.31576420136379646	0.0010148012474629968	0.9999999999999998							0.7487046632124353	0.35874806420642547		0.12410353466826456	0.5066996640584313
24487	4539220	Ladson CDP, South Carolina	723.0	229.0	16511	7.2	61.2	1051	1208	0.0018165304268846503	0.5301744236125752	118	0.0	0.817924949	0.099142418	0.0	0.0	0.0	0.0	0.612	0.04378898915874266	0.013869541517776028	0.06365453334140876	0.07316334564835564	0.0012285379941945763	0.2448979591836735	0.0025794529963068147	0.6992857302870195	0.0029206474926983814	0.0	0.10952253362934553	0.0791156495690634	0.0	0.0	0.0	0.0	0.6839378238341969	0.2644947236302137	0.047943270919620015	0.17134836755206292	0.12117317928473742
24488	4539220	Ladson CDP, South Carolina	723.0	225.0	16511	7.2	61.2	1051	1208	0.0018165304268846503	0.5301744236125752	118	0.0	0.817924949	0.099142418	0.0	0.0	0.0	0.0	0.612	0.04378898915874266	0.013627278783841075	0.06365453334140876	0.07316334564835564	0.0012285379941945763	0.2448979591836735	0.0025794529963068147	0.6992857302870195	0.0029206474926983814	0.0	0.10952253362934553	0.0791156495690634	0.0	0.0	0.0	0.0	0.6839378238341969	0.2644947236302137	0.0471058338729891	0.17134836755206292	0.12117317928473742
24489	4539310	Lake City city, South Carolina	108.0		6697	16.6	46.2	1092	475	0.02184235517568851	0.3596658055310702	117	0.413							0.462	0.016126623861430493		0.16305808571001942	0.07092728087203225	8.124787381912938e-05	0.5646258503401361	0.031015901341632224	0.47412201270725013	0.002895896242760259	0.41299999999999987							0.4896373056994819	0.09717819422309161		0.4389276825379024	0.11733530417168035
24490	4539475	Lake Murray of Richland CDP, South Carolina	573.0		6402	7.2	54.7	181	1892	0.01152073732718894	0.14943708066192463	0	0.0							0.547	0.0895032802249297		0.028272414870353015	0.29553264604810997	4.676136622683705e-05	0.2448979591836735	0.01635931883026384	0.19650624309867668	0.0	0.0							0.5997409326424871	0.5409987912792885		0.07610506087298957	0.5028372584959648
24494	4539785	Lake Wylie CDP, South Carolina			12170	6.4	62.8	304	3431	0.0	0.172842791943561	14		1.030707038	0.080314834	0.0	0.0	0.0	0.0	0.628			0.02497945768282662	0.2819227608874281	0.0007210602672178273	0.217687074829932	0.0	0.2274144577336274	0.0003465174991337062		0.1457567546818214	0.06409123753610184	0.0	0.0	0.0	0.0	0.7046632124352332			0.06724091862132646	0.47947789963354914
24496	4539895	Lancaster city, South Carolina	319.0		8948	16.3	48.1	1357	708	0.006951340615690168	0.5183209324112923	154	1.0							0.48100000000000004	0.03565042467590523		0.15165400089405454	0.07912382655341976	0.00034439746226065486	0.554421768707483	0.00987082633690994	0.6836327024505957	0.003811692490470769	0.9999999999999998							0.5142487046632125	0.21526840661108518		0.408229612595888	0.1314034649050897
24501	4540525	Laurel Bay CDP, South Carolina	204.0		6572	13.6	39.3	319	420	0.0	0.5120388415232917	0								0.39299999999999996	0.0310407790626902		0.048539257455873404	0.06390748630553865	6.663494687324279e-05	0.46258503401360546	0.0	0.6753369403100565	0.0								0.4002590673575129	0.18738684632112526		0.1306603330613489	0.10528686302150209
24502	4540615	Laurens city, South Carolina	157.0		8931	8.2	50.0	1162	638	0.01179245283018868	0.5381747898501998	90	0.65							0.5	0.017579218452580897		0.13010861045795544	0.07143656925316313	0.0003424101041960143	0.2789115646258503	0.01674515182154365	0.7098505464489929	0.0022276124944309687	0.6499999999999999							0.5388601036269429	0.10596425004350471		0.3502326831439549	0.11820942249956044
24504	4541335	Lexington town, South Carolina	562.0	153.0	20653	4.1	59.7	830	5117	0.0	0.3184635326223647	135		1.165549682	0.041626774	0.0	0.0	0.0	0.0	0.597	0.02721154311722268	0.0074081247276424735	0.04018786616956374	0.24776061589115383	0.001712751941473474	0.13945578231292516	0.0	0.41971269870749844	0.003341418741646453		0.16871882913535446	0.03321816565412596	0.0	0.0	0.0	0.0	0.6645077720207254	0.16422561401902425	0.025607892688341048	0.10817965197579946	0.42084362057414587
24505	4541335	Lexington town, South Carolina	562.0	153.0	20653	4.1	59.7	830	5117	0.0	0.3184635326223647	135		1.165549682	0.041626774	0.0	0.0	0.0	0.0	0.597	0.02721154311722268	0.0074081247276424735	0.04018786616956374	0.24776061589115383	0.001712751941473474	0.13945578231292516	0.0	0.41971269870749844	0.003341418741646453		0.16871882913535446	0.03321816565412596	0.0	0.0	0.0	0.0	0.6645077720207254	0.16422561401902425	0.025607892688341048	0.10817965197579946	0.42084362057414587
24509	4542010	Little River CDP, South Carolina	401.0		9208	4.2	51.4	330	1151	0.0	0.2571840352108373	86								0.514	0.0435490877497828		0.035838401390095566	0.125	0.000374792350308099	0.14285714285714288	0.0	0.33879057521692035	0.002128607494678481								0.5569948186528497	0.26304367377545157		0.09647155122373179	0.21014314463941938
24516	4543000	Lugoff CDP, South Carolina	198.0		8152	6.2	56.6	581	1021	0.0015537600994406464	0.30250630328988315	37	0.0							0.5660000000000001	0.024288518155053975		0.07127085377821393	0.12524533856722278	0.00025134234346924913	0.2108843537414966	0.0022063220547963044	0.3986405140918387	0.0009157962477105094	0.0							0.6243523316062176	0.14654562220400857		0.1918503491878472	0.21056423207453634
24527	4544575	Marion city, South Carolina	111.0		6590	18.4	40.9	900	513	0.01779935275080906	0.35086882054539326	146	0.0							0.409	0.01684370257966616		0.13657056145675264	0.07784522003034901	6.873920835345047e-05	0.6258503401360545	0.025274882878860705	0.46250522837602287	0.0036136824909657936	0.0							0.42098445595854916	0.10151546333068152		0.367627277004327	0.12920892554905453
24528	4545115	Mauldin city, South Carolina	716.0	358.0	24813	6.5	66.7	731	5606	0.001105583195135434	0.44072320824329947	155	1.0	0.7836344140000001	0.0					0.667	0.02885584169588522	0.01442792084794261	0.02946036351912304	0.22592995607141417	0.0021990701502325794	0.22108843537414968	0.0015699158368898854	0.5811616822406795	0.0038364437404088906	0.9999999999999998	0.10368326947399806	0.0					0.7551813471502592	0.1741711963484432	0.04987343793110931	0.07930283880045741	0.3833745155146973
24534	4547275	Moncks Corner town, South Carolina	320.0		9759	3.9	62.1	755	815	0.002465262214253698	0.42399730721279305	148	0.0							0.621	0.032790244902141615		0.07736448406599036	0.08351265498514192	0.000439206132285567	0.1326530612244898	0.00350064491688389	0.5590744346969811	0.0036631849908420376	0.0							0.6955958549222798	0.19796853553776542		0.20825347945158076	0.13893624105358696
24538	4548535	Mount Pleasant town, South Carolina	674.0	6.0	80661	3.5	66.5	2823	28992	0.006718374481101158	0.12593791906541296	67	0.6629999999999999	0.858444586	0.027972028	0.007628734908328036	0.005085823272218691	0.0025429116363890657	0.0025429116363890657	0.665	0.008355958889674067	7.43853907092647e-05	0.03499832632870904	0.359430207907167	0.008727892102823568	0.11904761904761905	0.009540017017665986	0.16547462343855437	0.0016583337458541657	0.6629999999999998	0.11642253865760746	0.02232167834542859	0.01690527655333863	0.004058486971490259	0.0056350921850660705	0.0020292434859683463	0.7525906735751297	0.05017712687813436	0.0002571302688459679	0.09421019633141431	0.6125079912227311
24539	4548535	Mount Pleasant town, South Carolina	674.0	6.0	80661	3.5	66.5	2823	28992	0.006718374481101158	0.12593791906541296	67	0.6629999999999999	0.858444586	0.027972028	0.007628734908328036	0.005085823272218691	0.0025429116363890657	0.0025429116363890657	0.665	0.008355958889674067	7.43853907092647e-05	0.03499832632870904	0.359430207907167	0.008727892102823568	0.11904761904761905	0.009540017017665986	0.16547462343855437	0.0016583337458541657	0.6629999999999998	0.11642253865760746	0.02232167834542859	0.01690527655333863	0.004058486971490259	0.0056350921850660705	0.0020292434859683463	0.7525906735751297	0.05017712687813436	0.0002571302688459679	0.09421019633141431	0.6125079912227311
24544	4548985	Murrells Inlet CDP, South Carolina	430.0		8752	6.4	48.2	586	1337	0.0	0.25864162749968733	0								0.48200000000000004	0.04913162705667276		0.06695612431444241	0.1527650822669104	0.00032148439280950473	0.217687074829932	0.0	0.34071538642098625	0.0								0.5155440414507773	0.29680980664473394		0.18023575064730474	0.25779780982285155
24545	4549075	Myrtle Beach city, South Carolina	464.0	377.0	30760	9.2	56.3	4190	4435	0.004644572148311423	0.3585475895369197	1241	1.0	0.5807200929999999	0.06222001	0.0	0.0	0.0	0.0	0.563	0.015084525357607282	0.012256176853055916	0.13621586475942782	0.1441807542262679	0.002894294762610079	0.3129251700680272	0.0065952407772610555	0.4726453620069334	0.030716301173209247	0.9999999999999998	0.06912941018828041	0.0496515679831777	0.0	0.0	0.0	0.0	0.6204663212435232	0.09087503456606126	0.042366303641092326	0.36667248719011625	0.24306407791206588
24547	4549570	Newberry city, South Carolina	40.0	0.0	10257	9.9	48.7	1317	763	0.0036231884057971015	0.5560964356699274	83	0.0	0.678917815	0.061255743	0.0	0.0	0.0	0.061255743	0.48700000000000004	0.0038997757628936335	0.0	0.1284001169932729	0.07438822267719607	0.0004974240332379791	0.33673469387755106	0.005144887226329353	0.7335168246894797	0.0020543537448641158	0.0	0.08585129680251313	0.04888208291712846	0.0	0.0	0.0	0.04888208291712846	0.522020725388601	0.023223788392364098	0.0	0.3456336773735947	0.1232754998951767
24548	4549570	Newberry city, South Carolina	40.0	0.0	10257	9.9	48.7	1317	763	0.0036231884057971015	0.5560964356699274	83	0.0	0.678917815	0.061255743	0.0	0.0	0.0	0.061255743	0.48700000000000004	0.0038997757628936335	0.0	0.1284001169932729	0.07438822267719607	0.0004974240332379791	0.33673469387755106	0.005144887226329353	0.7335168246894797	0.0020543537448641158	0.0	0.08585129680251313	0.04888208291712846	0.0	0.0	0.0	0.04888208291712846	0.522020725388601	0.023223788392364098	0.0	0.3456336773735947	0.1232754998951767
24556	4550695	North Augusta city, South Carolina	326.0	960.0	22268	8.0	58.8	1528	4042	0.0009140767824497258	0.37315480604061824	262	1.0	0.89080843	0.030776491	0.0	0.01025883033230745	0.0	0.0	0.588	0.014639841925633196	0.0431111909466499	0.06861864559008443	0.18151607688162386	0.0019015509576143287	0.272108843537415	0.0012979788614871127	0.49193479856722	0.006484827483787931	0.9999999999999998	0.12193371059465825	0.024559639819571818	0.0	0.008186546605705286	0.0	0.0	0.6528497409326425	0.0881853553675156	0.14902378024346766	0.1847110062441676	0.3071446480163655
24557	4550695	North Augusta city, South Carolina	326.0	959.0	22268	8.0	58.8	1528	4042	0.0009140767824497258	0.37315480604061824	262	1.0	0.89080843	0.030776491	0.0	0.01025883033230745	0.0	0.0	0.588	0.014639841925633196	0.043066283456080476	0.06861864559008443	0.18151607688162386	0.0019015509576143287	0.272108843537415	0.0012979788614871127	0.49193479856722	0.006484827483787931	0.9999999999999998	0.12193371059465825	0.024559639819571818	0.0	0.008186546605705286	0.0	0.0	0.6528497409326425	0.0881853553675156	0.1488685471390474	0.1847110062441676	0.3071446480163655
24558	4550875	North Charleston city, South Carolina	731.0	817.0	108186	7.1	59.8	12096	13508	0.035039704754203725	0.5413336211994804	1882	0.5274725274725274	1.396348013	0.107411386	0.0	0.0	0.0	0.0	0.598	0.0067568816667591	0.007551808921671935	0.11180744273750763	0.12485903906235557	0.011945658616307793	0.24149659863945577	0.04975599091557428	0.7140219145464783	0.04658185238354537	0.5274725274725273	0.20802099870845464	0.08571428603348571	0.0	0.0	0.0	0.0	0.6658031088082902	0.04050506708438606	0.02610457026289481	0.30096871012295906	0.20990120599782588
24559	4550875	North Charleston city, South Carolina	731.0	814.0	108186	7.1	59.8	12096	13508	0.035039704754203725	0.5413336211994804	1882	0.5274725274725274	1.396348013	0.107411386	0.0	0.0	0.0	0.0	0.598	0.0067568816667591	0.00752407890115172	0.11180744273750763	0.12485903906235557	0.011945658616307793	0.24149659863945577	0.04975599091557428	0.7140219145464783	0.04658185238354537	0.5274725274725273	0.20802099870845464	0.08571428603348571	0.0	0.0	0.0	0.0	0.6658031088082902	0.04050506708438606	0.026008715047731185	0.30096871012295906	0.20990120599782588
24562	4551280	North Myrtle Beach city, South Carolina	450.0	20.0	15510	6.4	46.5	1291	2733	0.006620146716765074	0.09820937809852193	2299	0.6759999999999999	0.734214391	0.13766519800000002	0.0458883993287445	0.0	0.0	0.0	0.465	0.029013539651837523	0.0012894906511927789	0.08323662153449388	0.17620889748549323	0.0011115176752119166	0.217687074829932	0.00940053468514499	0.12885793252042335	0.05690312360774219	0.6759999999999998	0.0952676361553476	0.10985682801103086	0.10168869289134656	0.0	0.0	0.0	0.49352331606217614	0.17512503649916594	0.0044574220106135	0.22406038457604008	0.2980356579993459
24564	4551720	Oak Grove CDP, South Carolina	550.0		10373	7.8	59.8	760	1259	0.00043374539145521576	0.2158752291346313	88	1.0	0.734214391	0.13766519800000002	0.0458883993287445	0.0	0.0	0.0	0.598	0.053022269353128315		0.07326713583341367	0.12137279475561553	0.0005109848294437619	0.2653061224489796	0.0006159136302176974	0.28424057974130035	0.002178109994554725	0.9999999999999998	0.0952676361553476	0.10985682801103086	0.10168869289134656	0.0	0.0	0.0	0.6658031088082902	0.3203424568433325		0.19722403827763013	0.20391758226538917
24568	4553080	Orangeburg city, South Carolina	54.0	10.0	13215	13.6	44.3	1641	1773	0.01002963300661044	0.3482707181216719	350	0.2277722277722278	1.315123925	0.04669079	0.0	0.0	0.0	0.0	0.44299999999999995	0.004086265607264473	0.0007567158531971245	0.12417707150964813	0.13416572077185018	0.0008432243364854391	0.46258503401360546	0.014241967284372842	0.45907432613213467	0.008662937478342656	0.22777222777222775	0.19418951705880433	0.03725925042238459	0.0	0.0	0.0	0.0	0.46502590673575117	0.02435177702220245	0.002615762973311214	0.3342658782282275	0.22587475135134702
24569	4553080	Orangeburg city, South Carolina	54.0	10.0	13215	13.6	44.3	1641	1773	0.01002963300661044	0.3482707181216719	350	0.2277722277722278	1.315123925	0.04669079	0.0	0.0	0.0	0.0	0.44299999999999995	0.004086265607264473	0.0007567158531971245	0.12417707150964813	0.13416572077185018	0.0008432243364854391	0.46258503401360546	0.014241967284372842	0.45907432613213467	0.008662937478342656	0.22777222777222775	0.19418951705880433	0.03725925042238459	0.0	0.0	0.0	0.0	0.46502590673575117	0.02435177702220245	0.002615762973311214	0.3342658782282275	0.22587475135134702
